MSSubClass,LotFrontage,LotArea,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,ExterQual,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,CentralAir_N,CentralAir_Y,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
30,55.78947368421053,7446,3,0,3,4,1941,3,4,4,3,5,266.0,0.0,788.0,4,0,788,0,0,788,0.0,0.0,1,0,2,1,3,4,6,5,0.0,1,0.0,3,3,2,0,0,0,0,0,0,0,4,2006,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
50,60.0,10134,3,0,4,5,1940,3,4,4,3,6,0.0,0.0,735.0,2,0,735,299,0,1034,0.0,0.0,1,0,2,1,3,5,6,3,1940.0,3,240.0,5,5,2,0,39,0,0,0,0,0,7,2007,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
20,68.0,9571,3,0,4,5,1956,3,4,4,0,1,739.0,0.0,1144.0,4,4,1144,0,0,1144,1.0,0.0,1,0,3,1,3,6,6,3,1956.0,3,596.0,5,5,2,44,0,0,0,0,0,0,6,2010,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
20,60.0,7200,3,0,4,4,1972,3,4,4,0,5,777.0,0.0,894.0,4,4,894,0,0,894,0.0,0.0,1,0,2,1,3,6,6,3,1985.0,2,600.0,5,5,2,215,0,0,0,0,0,0,9,2009,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
60,69.0,7590,3,0,4,4,1962,3,4,4,3,0,540.0,0.0,864.0,4,4,876,936,0,1812,0.0,0.0,2,0,4,1,3,8,6,5,1962.0,2,264.0,5,5,2,0,168,0,0,0,0,0,7,2007,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
30,60.0,8967,3,0,4,1,1920,3,1,3,3,6,0.0,0.0,961.0,2,3,1077,0,0,1077,0.0,0.0,1,0,2,1,3,6,1,3,1920.0,3,338.0,4,4,0,0,0,0,0,0,0,0,11,2007,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
60,65.0,8125,3,0,6,4,2006,2,2,4,3,2,812.0,0.0,1092.0,0,4,1112,438,0,1550,1.0,0.0,2,0,2,1,2,7,6,3,2007.0,0,438.0,5,5,2,0,168,0,0,0,0,0,10,2009,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
120,38.0,14963,1,0,7,4,1996,2,2,4,3,2,786.0,0.0,1260.0,0,4,1288,0,0,1288,1.0,0.0,1,1,1,1,0,4,6,2,1996.0,0,500.0,5,5,2,120,30,0,0,224,0,0,12,2008,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
20,65.0,8767,0,0,6,4,2005,2,2,4,0,2,24.0,0.0,1310.0,0,4,1310,0,0,1310,0.0,0.0,2,0,3,1,2,6,6,2,2005.0,0,400.0,5,5,2,0,0,0,0,0,0,0,7,2006,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
30,60.0,10200,3,0,4,7,1940,3,4,4,3,6,0.0,0.0,672.0,0,4,672,0,0,672,0.0,0.0,1,0,2,1,3,4,6,3,1940.0,3,240.0,5,5,0,168,0,0,0,0,0,0,8,2008,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
60,93.0,12090,3,0,7,4,1998,2,2,4,3,6,0.0,0.0,1141.0,2,4,1165,1098,0,2263,0.0,0.0,2,1,4,1,2,10,6,5,1998.0,0,420.0,5,5,2,144,123,0,0,0,0,0,7,2006,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
60,74.2072072072072,10364,0,0,5,4,1995,3,2,4,3,6,0.0,0.0,806.0,2,4,806,766,0,1572,0.0,0.0,2,1,3,1,3,7,6,5,1995.0,0,373.0,5,5,2,0,40,0,0,0,0,0,5,2007,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
20,74.55102040816327,9991,0,0,3,3,1976,3,4,4,3,1,1116.0,0.0,1281.0,0,4,1620,0,0,1620,1.0,0.0,2,0,3,1,3,8,2,5,1993.0,3,490.0,5,5,2,120,78,0,0,0,0,0,6,2009,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
50,51.0,10480,3,0,5,4,1936,3,4,4,3,6,0.0,0.0,1064.0,0,0,1166,0,473,1639,0.0,0.0,1,0,3,1,3,6,1,3,1936.0,3,240.0,5,5,2,0,0,0,0,0,0,0,3,2008,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
70,63.0,15576,3,0,5,6,1915,3,2,4,3,6,0.0,0.0,840.0,0,4,840,840,0,1680,0.0,0.0,2,0,4,1,3,8,6,3,1960.0,3,308.0,5,5,2,0,0,160,0,0,0,0,3,2008,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
60,109.0,14154,3,0,6,4,2006,2,0,1,3,6,0.0,0.0,1063.0,0,4,1071,1101,0,2172,0.0,0.0,2,1,3,1,2,9,6,2,2006.0,2,947.0,5,5,2,192,62,0,0,0,0,0,8,2007,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
60,85.0,10800,3,0,7,4,2007,2,0,4,3,2,789.0,0.0,1034.0,0,4,1050,1028,0,2078,1.0,0.0,2,1,3,1,0,8,6,2,2008.0,0,836.0,5,5,2,0,102,0,0,0,0,0,4,2008,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
20,68.0,9571,3,0,4,2,1958,3,4,0,3,6,0.0,0.0,1276.0,4,0,1276,0,0,1276,0.0,0.0,1,0,3,1,3,5,4,3,1958.0,3,350.0,5,5,2,0,0,0,0,0,0,0,6,2009,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
190,100.0,34650,3,0,4,4,1955,3,4,4,2,5,1056.0,0.0,1056.0,4,4,1056,0,0,1056,1.0,0.0,1,0,3,1,3,5,6,3,1955.0,0,572.0,5,5,2,264,0,0,0,0,0,0,1,2006,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20,64.54938271604938,4403,1,0,6,4,2009,0,0,4,0,2,578.0,0.0,1470.0,0,4,1478,0,0,1478,1.0,0.0,2,1,2,1,2,7,6,2,2009.0,0,484.0,5,5,2,0,144,0,0,0,0,0,6,2010,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
30,56.0,8960,3,0,4,5,1927,3,4,4,3,6,0.0,0.0,1008.0,2,0,1028,0,0,1028,0.0,0.0,1,0,2,1,3,5,6,2,1927.0,3,360.0,5,5,2,0,0,130,0,0,0,0,3,2010,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
60,59.0,11228,1,0,6,4,1993,2,2,4,3,1,50.0,531.0,1080.0,0,4,1080,1017,0,2097,0.0,1.0,2,1,3,1,2,9,6,5,1993.0,3,678.0,5,5,2,196,187,0,0,0,0,0,12,2008,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
20,73.0,8899,0,0,6,4,2007,2,2,4,0,2,24.0,0.0,1340.0,0,4,1340,0,0,1340,0.0,0.0,2,0,3,1,2,6,6,3,2007.0,0,396.0,5,5,2,100,30,0,0,0,0,0,8,2007,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
60,74.0,7844,3,0,5,6,1978,3,4,4,3,0,209.0,0.0,672.0,4,4,672,728,0,1400,0.0,0.0,1,1,3,1,3,6,6,5,1978.0,0,440.0,5,5,2,0,0,0,0,0,0,0,3,2006,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
70,86.0,22420,0,0,5,5,1918,3,2,4,3,1,1128.0,0.0,1370.0,4,0,1370,1254,0,2624,1.0,0.0,2,1,4,1,3,10,6,2,1918.0,3,864.0,5,5,0,0,0,0,0,0,0,0,11,2007,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
50,60.0,8160,3,0,4,5,1940,3,4,4,3,0,312.0,0.0,756.0,1,1,756,378,0,1134,1.0,0.0,1,1,3,1,3,7,6,3,1940.0,3,240.0,5,5,1,0,0,0,0,0,0,0,4,2007,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
20,65.0,8450,3,0,4,5,1968,3,4,4,3,1,775.0,0.0,1056.0,0,4,1056,0,0,1056,1.0,0.0,1,0,3,1,3,6,6,1,1968.0,3,304.0,5,5,2,0,85,184,0,0,0,0,7,2010,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
90,78.0,7060,3,0,6,4,1997,3,2,1,1,2,1309.0,0.0,1344.0,0,4,1344,0,0,1344,2.0,0.0,2,0,2,2,3,8,6,3,1997.0,0,784.0,5,5,2,0,0,0,0,0,0,0,11,2008,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
20,81.51764705882353,16635,0,0,5,6,1977,2,2,4,3,0,1246.0,0.0,1602.0,2,4,1602,0,0,1602,0.0,1.0,2,0,3,1,2,8,6,5,1977.0,0,529.0,5,5,2,240,0,0,0,0,0,0,6,2009,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
20,100.0,21750,3,1,4,4,1954,3,4,4,3,6,0.0,0.0,988.0,0,0,988,0,0,988,0.0,0.0,1,0,2,1,3,4,6,3,1954.0,2,520.0,5,5,0,0,0,0,0,0,0,0,2,2008,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
60,80.0,9200,3,0,7,4,1998,2,2,4,3,2,986.0,0.0,1470.0,2,4,1470,1160,0,2630,1.0,0.0,2,1,4,1,2,8,6,5,1998.0,0,696.0,5,5,2,0,66,0,0,0,0,0,6,2008,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
20,72.0,9000,3,0,5,4,1956,3,2,4,3,3,616.0,0.0,1196.0,2,0,1196,0,0,1196,1.0,0.0,1,0,2,1,3,6,6,2,1956.0,2,297.0,5,5,2,0,44,0,0,0,0,0,5,2008,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
60,60.0,3378,3,0,6,7,1946,3,4,4,3,6,0.0,0.0,651.0,2,4,707,682,0,1389,0.0,0.0,1,1,3,1,3,6,6,2,1947.0,3,240.0,5,5,1,0,0,126,0,0,0,0,9,2009,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
80,70.66981132075472,12800,3,1,6,4,1989,2,2,4,1,2,1518.0,0.0,1518.0,2,4,1644,0,0,1644,1.0,1.0,2,0,2,1,2,5,6,5,1989.0,0,569.0,5,5,2,80,0,0,0,396,0,0,8,2009,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
20,77.0,8593,0,0,3,5,1957,3,4,4,3,5,288.0,0.0,907.0,0,4,907,0,0,907,0.0,0.0,1,0,3,1,3,5,6,3,1964.0,3,352.0,5,5,2,0,0,0,0,0,0,0,7,2008,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
20,64.0,6762,3,0,6,4,2007,2,2,4,3,2,664.0,0.0,1208.0,0,4,1208,0,0,1208,1.0,0.0,2,0,2,1,2,6,6,3,2007.0,2,628.0,5,5,2,105,54,0,0,0,0,0,9,2007,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
20,130.0,11457,0,0,5,4,1988,3,2,4,2,2,1005.0,0.0,1392.0,4,4,1412,0,0,1412,1.0,0.0,2,0,3,1,2,6,6,5,1988.0,3,576.0,5,5,2,0,0,169,0,0,0,0,3,2009,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
160,21.0,1680,3,0,5,4,1971,3,4,4,3,0,387.0,0.0,483.0,4,4,483,504,0,987,0.0,0.0,1,1,2,1,3,4,6,3,1971.0,3,264.0,5,5,2,0,0,0,0,0,0,0,7,2008,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
